"Weeks","a","b","R2","RMSE","VI","Fieldname","Approach"
2,13.3630094184701,-0.0300164420283778,0.159400448856581,1.93634215681423,"EXG","DMD_GH1","1b"
2,17.0861114963398,-0.0452936725670595,0.150103148615898,1.89055773659135,"TGI","DMD_GH1","1b"
3,15.3718134630754,-0.233384156781726,0.00198484204307652,2.03626491878114,"NDVI","DMD_GH1","1b"
3,12.0309373750003,0.377086160773993,0.00633249659913318,2.04852656649434,"GNDVI","DMD_GH1","1b"
3,13.7597287355728,0.0393791290688327,0.0002694082715268,2.04694076503463,"EVI2","DMD_GH1","1b"
3,15.6570354793812,-0.0480037037990678,0.00205732252009174,2.03603858242861,"SR","DMD_GH1","1b"
3,12.8881255647155,-0.0353760052221927,0.502958477126255,2.34183696537452,"EXG","DMD_GH1","1b"
3,17.7049897571065,-0.05324436940552,0.399960090076681,2.57977632742216,"TGI","DMD_GH1","1b"
4,10.3329021363873,0.770005305938846,0.0677356700129741,1.96757666682802,"NDVI","DMD_GH1","1b"
4,9.06246141764093,0.967437228335878,0.0847055205333448,1.94087409461534,"GNDVI","DMD_GH1","1b"
4,10.8443953006052,0.349795939608275,0.0650792923024974,1.96779471620955,"EVI2","DMD_GH1","1b"
4,11.7431579646925,0.0770809125402521,0.0287684874343483,2.08351389436964,"SR","DMD_GH1","1b"
4,12.6004843355056,0.0303654832094373,0.0927324698160897,2.32272687426543,"EXG","DMD_GH1","1b"
4,11.2194480663265,0.0379322696017959,0.0239595732327447,2.18321840009519,"TGI","DMD_GH1","1b"
5,7.41417644131576,1.28935536037147,0.706190151382054,1.86417621109354,"NDVI","DMD_GH1","1b"
5,6.31886106131672,1.51642076258341,0.707970608800924,1.86514122282704,"GNDVI","DMD_GH1","1b"
5,8.09254620549791,0.580560427088812,0.700534402521527,1.87798710064058,"EVI2","DMD_GH1","1b"
5,9.07184092442734,0.137856980182085,0.630098245773936,2.14237041429452,"SR","DMD_GH1","1b"
5,9.86302899604489,0.0267737474485065,0.469991419718889,1.95059001452888,"EXG","DMD_GH1","1b"
5,7.34590374103571,0.0594927147952635,0.28900794981451,2.05206459816721,"TGI","DMD_GH1","1b"
6,5.58864053907844,1.39027892647582,0.828298912846247,1.82423518489867,"NDVI","DMD_GH1","1b"
6,4.66106960444744,1.6601203238655,0.811081833184551,1.85309592324784,"GNDVI","DMD_GH1","1b"
6,6.56633477192305,0.566900744965681,0.822943409388773,1.83113935665935,"EVI2","DMD_GH1","1b"
6,9.41554946740378,0.0712978687809996,0.778902020500835,1.86294839171002,"SR","DMD_GH1","1b"
6,6.67140021204971,0.0284789601228648,0.714186158388734,1.9588322993941,"EXG","DMD_GH1","1b"
6,4.37590973208389,0.0711661513238914,0.622256460044438,2.03318873501456,"TGI","DMD_GH1","1b"
7,2.03833836969773,2.41896070204849,0.75534402994629,2.20017474019096,"NDVI","DMD_GH1","1b"
7,1.58327116813934,2.78407288320379,0.745527018471678,2.21963436682272,"GNDVI","DMD_GH1","1b"
7,3.3020665423024,0.848753307467973,0.759071707322215,2.11795202673225,"EVI2","DMD_GH1","1b"
7,8.53039121476096,0.0510043622945728,0.75707859785859,1.8423684031199,"SR","DMD_GH1","1b"
7,3.52809106077916,0.0448924411581241,0.507933097700723,2.37337431121101,"EXG","DMD_GH1","1b"
7,2.90474640052814,0.0884247529310425,0.28646094258822,2.2399772255431,"TGI","DMD_GH1","1b"
8,0.0631718390054701,6.25371671118808,0.718882354303776,2.26787981943724,"NDVI","DMD_GH1","1b"
8,0.0956042325379951,5.91463748695609,0.646905739333052,2.15293550263579,"GNDVI","DMD_GH1","1b"
8,0.439773099292712,1.81456515792911,0.695223065053729,2.1409531066138,"EVI2","DMD_GH1","1b"
8,5.85049963768901,0.0620017922151515,0.716915698375595,2.01013557155302,"SR","DMD_GH1","1b"
8,15.7642432172173,-0.00338009081858941,0.00580756408555036,2.08198255240097,"EXG","DMD_GH1","1b"
8,17.391089227859,-0.0113987180128421,0.0234604774205372,2.10515111570163,"TGI","DMD_GH1","1b"
9,0.0215627026944488,7.28171847936615,0.433746040936549,1.97192528196147,"NDVI","DMD_GH1","1b"
9,0.0427995513995905,6.64309150197289,0.356493265317904,1.90482856749076,"GNDVI","DMD_GH1","1b"
9,0.176692902707761,2.18607763984506,0.44483894507533,1.93719830673458,"EVI2","DMD_GH1","1b"
9,6.77102388822288,0.0417086339861486,0.392565438490894,1.73911236041981,"SR","DMD_GH1","1b"
9,43.7689204736566,-0.0400391419490176,0.269854087331367,2.26153517509752,"EXG","DMD_GH1","1b"
9,46.8411724771339,-0.0764039609750439,0.309572030487597,2.12475509878657,"TGI","DMD_GH1","1b"
10,0.000238668743341143,12.5072921226424,0.360193937306482,1.92898859870906,"NDVI","DMD_GH1","1b"
10,0.000128256349786924,13.3946595114466,0.543593332960473,2.05382153070579,"GNDVI","DMD_GH1","1b"
10,0.00132888878298223,4.68294526476331,0.617976668751078,2.04968707022185,"EVI2","DMD_GH1","1b"
10,3.28381886144784,0.0938636555065531,0.372372930648261,1.87363487856113,"SR","DMD_GH1","1b"
10,40.0859720658788,-0.0306043180339328,0.178663703615211,2.23139311132413,"EXG","DMD_GH1","1b"
10,40.4659246072317,-0.0546580136025889,0.181704591348028,2.18380303164724,"TGI","DMD_GH1","1b"
12,3.4313003855266,1.60011596528424,0.0544076240973215,2.03614658280711,"NDVI","DMD_GH1","1b"
12,0.562894403210275,3.61028372190899,0.18778313915597,2.10877955047207,"GNDVI","DMD_GH1","1b"
12,2.48282907419645,0.882624042584077,0.168672654530842,2.0836128265274,"EVI2","DMD_GH1","1b"
12,11.7399402068333,0.0108649254229402,0.0490357216704777,2.03246086663612,"SR","DMD_GH1","1b"
12,16.792765073909,-0.0336648719677601,0.186326891452645,1.94857899858624,"EXG","DMD_GH1","1b"
12,16.4348912878278,-0.0437814715184591,0.101476538584809,1.90996525163605,"TGI","DMD_GH1","1b"
13,0.00364487105084269,9.35952945370708,0.427080599737287,1.75286709999664,"NDVI","DMD_GH1","1b"
13,0.0024101164545554,10.065933908002,0.379726905915783,1.86783929582683,"GNDVI","DMD_GH1","1b"
13,0.0112317864850568,3.62844798322509,0.465946398024924,1.88458130278218,"EVI2","DMD_GH1","1b"
13,6.389777504859,0.0488133016225617,0.330393284156987,1.82741708983494,"SR","DMD_GH1","1b"
13,25.1267044823587,-0.0219735902206534,0.421427277466089,2.18979161665719,"EXG","DMD_GH1","1b"
13,24.8057187731639,-0.0379048782499794,0.42606074079793,2.18709659554753,"TGI","DMD_GH1","1b"
14,0.101492339235518,5.80066552826308,0.302038162828163,1.80801189898027,"NDVI","DMD_GH1","1b"
14,0.121377517065504,5.96490548471381,0.278918038583353,1.90902977083795,"GNDVI","DMD_GH1","1b"
14,0.302956566653412,2.14631430290091,0.348471718412094,1.8732671193122,"EVI2","DMD_GH1","1b"
14,5.67931065819602,0.0725420258516291,0.330260947546129,1.86742939068596,"SR","DMD_GH1","1b"
14,27.9412130618679,-0.0189518822506051,0.237692980855295,2.0580287171808,"EXG","DMD_GH1","1b"
14,28.3742388577713,-0.0335383773894216,0.239758503389287,2.04330252917949,"TGI","DMD_GH1","1b"
1,54.3242934466312,0.763746119552717,0.00649471230037002,10.1641932413214,"NDVI","PSF_111","1b"
1,82.6961133870762,-0.563534478226797,0.00302466277127921,9.06046619522281,"GNDVI","PSF_111","1b"
1,60.8996628169766,0.202297228975491,0.00153391853008453,9.68014492368459,"EVI2","PSF_111","1b"
1,53.8463620201782,0.126032634371898,0.00331362386377605,11.4862369418844,"SR","PSF_111","1b"
1,75.173133178862,0.0198643858948808,0.0946214588968869,10.5414494874747,"EXG","PSF_111","1b"
1,61.7486136965709,0.0284458174776892,0.0523096231773668,9.63013981312453,"TGI","PSF_111","1b"
2,28.5028728274046,2.72994684813046,0.0496924126250034,14.8305765897284,"NDVI","PSF_111","1b"
2,35.6372001843507,1.65790297350799,0.0185279064943288,10.9909629174922,"GNDVI","PSF_111","1b"
2,31.6412509544141,1.31781216254314,0.042029801400643,14.7851578666412,"EVI2","PSF_111","1b"
2,20.413621582741,0.62150924993171,0.048184056650034,45.342479348168,"SR","PSF_111","1b"
2,76.3774294349631,0.0228215508868009,0.123260954415689,10.4316347613715,"EXG","PSF_111","1b"
2,60.2260484577621,0.0327390778834515,0.070214707040025,9.47837300886213,"TGI","PSF_111","1b"
3,82.4979995877034,-0.635577335077624,0.0053920265727392,8.8856733276669,"NDVI","PSF_111","1b"
3,88.9273833117238,-0.712406882318443,0.00463317024488337,8.90682573565082,"GNDVI","PSF_111","1b"
3,82.2974941469661,-0.345069940388016,0.00542651842236711,8.86759247137894,"EVI2","PSF_111","1b"
3,93.5096358600676,-0.169399528261007,0.0075617923739988,8.97279147763009,"SR","PSF_111","1b"
3,74.1487230958372,0.0193301107353678,0.100105189539079,10.5295507903932,"EXG","PSF_111","1b"
3,58.4383818812908,0.0417265613361253,0.123641611957838,10.1092538698482,"TGI","PSF_111","1b"
4,44.306726707742,1.13463662142451,0.0280353655558069,10.3504598619965,"NDVI","PSF_111","1b"
4,42.7719945335843,1.04200652323603,0.0159852125991553,10.0353978353132,"GNDVI","PSF_111","1b"
4,45.4951993909784,0.572875989217719,0.0264412837245004,10.4467447261815,"EVI2","PSF_111","1b"
4,42.7223921389299,0.209403528259354,0.0253766571085204,10.8288966147433,"SR","PSF_111","1b"
4,68.0716958425711,0.0148900822530242,0.03685872878013,9.97359421776256,"EXG","PSF_111","1b"
4,58.490392822082,0.031942821441302,0.0333663372467837,9.6956556231902,"TGI","PSF_111","1b"
5,38.2397918290477,1.16171675397982,0.14633403893002,9.0237766648369,"NDVI","PSF_111","1b"
5,33.6679614240575,1.3152118410313,0.142307451335903,9.03648113840128,"GNDVI","PSF_111","1b"
5,40.7558364854362,0.538575233844795,0.148135774223679,9.09221824854301,"EVI2","PSF_111","1b"
5,42.3183525259286,0.157852796224507,0.149278179427574,9.48257739234012,"SR","PSF_111","1b"
5,56.9619789909017,0.0157780557886797,0.10529405624782,9.05428229365694,"EXG","PSF_111","1b"
5,48.6101168243967,0.0330137103382553,0.0815077596013212,9.08216195659926,"TGI","PSF_111","1b"
6,32.3202983562545,1.0051536334314,0.1053341064278,8.46637053623746,"NDVI","PSF_111","1b"
6,29.1138460230038,1.15117480601301,0.0938733566332375,8.45516306584712,"GNDVI","PSF_111","1b"
6,36.7161461457175,0.399244230108973,0.104304121793958,8.45900573478833,"EVI2","PSF_111","1b"
6,49.4725009305068,0.0461987636784508,0.122691668688208,8.78806636947009,"SR","PSF_111","1b"
6,47.9160134730143,0.0128367693848006,0.0800100639166722,8.42278144875796,"EXG","PSF_111","1b"
6,42.2069690890718,0.0289222174691433,0.0711610687946343,8.50970447146296,"TGI","PSF_111","1b"
7,40.5854657500418,0.648533918695554,0.146017287278658,8.28611136485935,"NDVI","PSF_111","1b"
7,38.7001080272135,0.719536213289178,0.135290404327376,8.34479051465362,"GNDVI","PSF_111","1b"
7,43.6313673948981,0.260163470666345,0.152371467360038,8.23351130086649,"EVI2","PSF_111","1b"
7,50.6671179686213,0.030612548973693,0.216109808296105,8.11942646557458,"SR","PSF_111","1b"
7,46.8731270937236,0.0107700694791041,0.0770881278359018,8.38541539846389,"EXG","PSF_111","1b"
7,44.5040688929855,0.0212975163809355,0.0551230737139796,8.57170297198466,"TGI","PSF_111","1b"
8,24.5190964096846,1.16656460465481,0.0536577618733796,8.74320523115846,"NDVI","PSF_111","1b"
8,33.1184604084007,0.841250003771405,0.0235558646764478,8.86919522387019,"GNDVI","PSF_111","1b"
8,35.0598448775603,0.341150594573317,0.0377964495869411,8.73707486437418,"EVI2","PSF_111","1b"
8,44.773696199525,0.0279880681238483,0.110882882756602,8.5520805030961,"SR","PSF_111","1b"
8,102.836967355732,-0.0131399986465614,0.0113716211698094,9.22683968914666,"EXG","PSF_111","1b"
8,130.66735586728,-0.0370943610251617,0.0295936087512041,9.23708137190645,"TGI","PSF_111","1b"
9,0.732114673526167,5.07612221024614,0.119640829302232,8.4230817242345,"NDVI","PSF_111","1b"
9,4.85338142323964,3.00771473419349,0.0410203866038501,8.52707839153471,"GNDVI","PSF_111","1b"
9,4.44411939681091,1.35160257992897,0.0807342006017958,8.29800024881447,"EVI2","PSF_111","1b"
9,38.0143815258622,0.0326753145335321,0.125430070367236,8.60032360265605,"SR","PSF_111","1b"
9,71.969742945049,-0.0020938205273042,0.00150557352533853,9.24410830365143,"EXG","PSF_111","1b"
9,75.0084595647513,-0.0062715238116702,0.00409384568883163,9.22212640821828,"TGI","PSF_111","1b"
10,1.14821268574538,4.63893119678867,0.0462939401846523,8.88992578395425,"NDVI","PSF_111","1b"
10,25.624239363859,1.12086883521709,0.00390259088646917,9.03431339701234,"GNDVI","PSF_111","1b"
10,12.0170902575006,0.875020886079005,0.0193745526667843,8.75765873111205,"EVI2","PSF_111","1b"
10,41.7422002958821,0.0310399489313387,0.0401299055924984,8.98907375128453,"SR","PSF_111","1b"
10,95.4446526734094,-0.0130892578941528,0.0150623217054843,8.97161419684562,"EXG","PSF_111","1b"
10,98.4325647757305,-0.0251438282573898,0.0176456170056607,9.0249599068836,"TGI","PSF_111","1b"
11,0.0822455269193333,7.59991937393103,0.0447177649737917,8.52924207798022,"NDVI","PSF_111","1b"
11,21.7895891101637,1.30772906578059,0.0057727201453406,9.02129236362815,"GNDVI","PSF_111","1b"
11,14.8408104697998,0.766300036964634,0.0139773519583742,8.77047260802849,"EVI2","PSF_111","1b"
11,26.2963276395754,0.0585154547358296,0.0488693464214749,8.57952509731035,"SR","PSF_111","1b"
11,83.2584880033979,-0.00857104909049652,0.00634150440771219,8.80338434322743,"EXG","PSF_111","1b"
11,88.1778035438203,-0.0192250829795161,0.00986333585150757,8.71930357462312,"TGI","PSF_111","1b"
12,0.45977711770009,5.69577805993598,0.0933650666233463,8.93843865484635,"NDVI","PSF_111","1b"
12,42.3702094308053,0.540923811272019,0.00101120964087527,9.14553793448317,"GNDVI","PSF_111","1b"
12,11.9149566415859,0.882998588301385,0.0221602697986776,8.73287935562198,"EVI2","PSF_111","1b"
12,36.3658049846013,0.0406805809695905,0.0865623826509827,9.0059613190884,"SR","PSF_111","1b"
12,88.7450026145453,-0.0102264623559612,0.00755420523613563,8.79952376513968,"EXG","PSF_111","1b"
12,98.148090192598,-0.0245724646947974,0.0134541621109147,8.76695690027589,"TGI","PSF_111","1b"
13,0.196245060239862,6.68102390217461,0.0869493760438723,8.58434127824129,"NDVI","PSF_111","1b"
13,1.35591697421252,4.53133640071022,0.0946761096212862,8.81104642581566,"GNDVI","PSF_111","1b"
13,1.3185375303748,2.00873623278929,0.128379069419543,8.76305229576706,"EVI2","PSF_111","1b"
13,28.538874572963,0.0575899207176196,0.08667230004643,8.66316579241927,"SR","PSF_111","1b"
13,103.423066790912,-0.0171742447181814,0.0448982452227318,9.34659209426704,"EXG","PSF_111","1b"
13,107.027133931755,-0.0324475580889684,0.0515337194234384,9.49272638517113,"TGI","PSF_111","1b"
14,1.19486723253677,4.6731565042137,0.0958866692603665,9.58126960930415,"NDVI","PSF_111","1b"
14,13.4551342649775,1.96283541706388,0.019535323293814,8.89155866068106,"GNDVI","PSF_111","1b"
14,9.16621576295988,1.07490386155051,0.0474881856604629,9.03549644467339,"EVI2","PSF_111","1b"
14,33.1801013438208,0.0518008990929903,0.104643179014681,9.30808707044504,"SR","PSF_111","1b"
14,60.7111362917291,0.00332109258121361,0.00324730377177352,9.50141672075157,"EXG","PSF_111","1b"
14,64.6121887804629,0.00238396745249701,0.000499862796984421,9.38236872715322,"TGI","PSF_111","1b"
1,99.6274710025097,-1.82414648630736,0.0169473663364911,13.6483531118181,"NDVI","PSF_12","1b"
1,42.7078074929327,0.662565835650829,0.00176801175229005,14.4014531277406,"GNDVI","PSF_12","1b"
1,76.1678100788209,-0.544995646491559,0.00576747880955053,13.8092054447413,"EVI2","PSF_12","1b"
1,121.778689937239,-0.4030697581789,0.0173934408350866,13.7009988558708,"SR","PSF_12","1b"
1,43.7110382177524,-0.0409206858639662,0.0463050308652176,14.6183429649739,"EXG","PSF_12","1b"
1,52.4175986721205,0.0301204248033587,0.0072315690155412,13.9829475763311,"TGI","PSF_12","1b"
2,100.549645633203,-1.78894286536475,0.0155270281310726,13.727316053325,"NDVI","PSF_12","1b"
2,41.8701491575861,0.704679551879483,0.00188022196417032,14.3427358481027,"GNDVI","PSF_12","1b"
2,75.4608349545274,-0.511581665002005,0.00503309532258499,13.8928209990908,"EVI2","PSF_12","1b"
2,96.8464262874368,-0.278624472921677,0.0119295645437472,13.8022196266677,"SR","PSF_12","1b"
2,43.1662187737195,-0.0551328730378626,0.111650943409631,14.9308091335386,"EXG","PSF_12","1b"
2,58.157089147346,-0.0172675631581969,0.00284369142357705,14.3613085823925,"TGI","PSF_12","1b"
3,346.233771606387,-5.1403277845497,0.287844451748491,12.7010986949451,"NDVI","PSF_12","1b"
3,550.484135952297,-5.41921761608462,0.223567519687613,12.8873950749377,"GNDVI","PSF_12","1b"
3,299.021193478825,-2.57159571673758,0.268314008486223,12.6991735878702,"EVI2","PSF_12","1b"
3,457.095406585663,-0.994640836903278,0.273715006824164,12.5099426382682,"SR","PSF_12","1b"
3,40.1299673534049,-0.063058690120648,0.156386134711395,15.3318607758263,"EXG","PSF_12","1b"
3,51.4732228708957,0.0343929846634295,0.0147970426947339,13.8866422370245,"TGI","PSF_12","1b"
4,269.202297663851,-4.51170608313125,0.14061058871682,14.0418732453076,"NDVI","PSF_12","1b"
4,365.412820044847,-4.493507586331,0.0931395822979048,14.0467828129869,"GNDVI","PSF_12","1b"
4,227.35559344757,-2.18778230902745,0.121208907265739,14.0778410092726,"EVI2","PSF_12","1b"
4,361.370039227294,-0.898492190590037,0.135683068629074,13.9486732146461,"SR","PSF_12","1b"
4,44.4006172429464,-0.0752471342945991,0.144270760979197,14.6261193778195,"EXG","PSF_12","1b"
4,42.7148986131857,0.0890576877361439,0.0417556305378992,13.6644917431616,"TGI","PSF_12","1b"
5,8.77292375030523,4.78571471156423,0.351416370241818,15.0569116777645,"NDVI","PSF_12","1b"
5,4.66531472238427,5.63954243241749,0.403566790464869,15.2486388239163,"GNDVI","PSF_12","1b"
5,10.2484836890808,2.3689850742725,0.370179859189153,15.4038371810975,"EVI2","PSF_12","1b"
5,7.53440077275224,0.877565560654082,0.322756339802516,16.1145305792047,"SR","PSF_12","1b"
5,47.5733564388049,0.0515586157705124,0.131008188593881,14.2584856274042,"EXG","PSF_12","1b"
5,25.1673505738575,0.124283579350056,0.185760431568762,13.9063563828735,"TGI","PSF_12","1b"
6,10.2858687200882,2.85216608948011,0.457163247392356,12.4367736363378,"NDVI","PSF_12","1b"
6,7.2843205680229,3.3379908127029,0.482641540982667,12.3918947990353,"GNDVI","PSF_12","1b"
6,13.2920451013708,1.22352019790272,0.466266336443258,12.8018881686386,"EVI2","PSF_12","1b"
6,21.0056715851464,0.23493972542021,0.401815271381086,15.7154527773272,"SR","PSF_12","1b"
6,24.4762391487906,0.0453580639463257,0.332658401903585,13.2557370515008,"EXG","PSF_12","1b"
6,15.2540969486308,0.101920933264874,0.30414285032076,13.5577581107234,"TGI","PSF_12","1b"
7,12.8770822713795,2.18844917610324,0.518090838368138,10.1515422616922,"NDVI","PSF_12","1b"
7,10.0115365927138,2.55155331030596,0.532975018532467,10.1696022222722,"GNDVI","PSF_12","1b"
7,16.4120673870921,0.893199951403804,0.524226402569717,10.4648872057263,"EVI2","PSF_12","1b"
7,27.7183095676086,0.117900218204535,0.454737987506914,12.8163649508582,"SR","PSF_12","1b"
7,20.5983551422703,0.0378703180839237,0.418704602040294,11.8921846584081,"EXG","PSF_12","1b"
7,13.0742681340497,0.0877650860374383,0.38065859930394,12.5867426865679,"TGI","PSF_12","1b"
8,1.19181668473208,4.67063593307454,0.48989818091809,9.86701402240192,"NDVI","PSF_12","1b"
8,1.05350020355749,4.96359559700086,0.511501862803727,9.94998164078635,"GNDVI","PSF_12","1b"
8,3.42214451240512,1.57845955948986,0.514693036856835,9.93834090957481,"EVI2","PSF_12","1b"
8,19.1503940043336,0.094750721178577,0.510051041145644,11.7075774244462,"SR","PSF_12","1b"
8,27.0255304136866,0.0198947699757616,0.0262308175890788,13.9687839040324,"EXG","PSF_12","1b"
8,72.6936915062504,-0.0133192794073652,0.00295665073350426,14.7035963308805,"TGI","PSF_12","1b"
9,0.206467506869491,6.55098266646148,0.46854263261665,10.1734970657893,"NDVI","PSF_12","1b"
9,0.34093825265943,6.13147565500718,0.496654259726301,10.2553838338049,"GNDVI","PSF_12","1b"
9,1.43924472990117,1.95284280684632,0.498597589134085,10.1494233345268,"EVI2","PSF_12","1b"
9,18.0588125875432,0.082725478658876,0.441636537259664,12.2937753389801,"SR","PSF_12","1b"
9,224.733423573726,-0.0400796408529563,0.260519653460162,27.0337224731456,"EXG","PSF_12","1b"
9,227.136345884801,-0.071612382610154,0.296317481789287,23.6237225434902,"TGI","PSF_12","1b"
10,0.0355821478514113,8.46160351682694,0.406536862562739,10.5998905811212,"NDVI","PSF_12","1b"
10,0.110240359989326,7.3395127696036,0.483260406099095,10.3466425530957,"GNDVI","PSF_12","1b"
10,0.653104047323165,2.31296404888417,0.475068008469214,10.2071331796006,"EVI2","PSF_12","1b"
10,15.629407131207,0.0850199626530387,0.390446596675652,11.9714727522549,"SR","PSF_12","1b"
10,79.5106940040858,-0.0104549218034912,0.0498697697665305,13.92645581711,"EXG","PSF_12","1b"
10,77.5371131685821,-0.0173345571576519,0.0446413144949089,13.6675916899085,"TGI","PSF_12","1b"
11,0.025594908568673,8.88335916590744,0.424864450694591,10.215899330737,"NDVI","PSF_12","1b"
11,0.101169043653481,7.42954130392018,0.456599967432968,9.96295476092246,"GNDVI","PSF_12","1b"
11,0.538313808374053,2.41475827612014,0.45989587447646,9.81792281933141,"EVI2","PSF_12","1b"
11,14.1017872952257,0.095495226737981,0.414770978425564,11.9754439413926,"SR","PSF_12","1b"
11,201.820276215382,-0.0432278736076244,0.492898508651891,18.2592969234935,"EXG","PSF_12","1b"
11,201.583105704239,-0.0762648894732057,0.495223366817779,16.462020131243,"TGI","PSF_12","1b"
12,0.0102788668616906,9.945590788117,0.423138303460973,10.5412821993463,"NDVI","PSF_12","1b"
12,0.0499511314377935,8.32453995585558,0.446885115384598,10.49935922623,"GNDVI","PSF_12","1b"
12,0.324384125442085,2.69925516805107,0.45773750352015,10.1393796603107,"EVI2","PSF_12","1b"
12,14.4262249510876,0.0948331732923501,0.374555528315178,11.7982369308329,"SR","PSF_12","1b"
12,166.874957166524,-0.0343950874701531,0.325181440736856,14.8255908991932,"EXG","PSF_12","1b"
12,163.158394469003,-0.059202262208632,0.325498609520062,14.2770690205121,"TGI","PSF_12","1b"
13,0.0324179240034236,8.69932777957807,0.37750135358436,10.8453004134161,"NDVI","PSF_12","1b"
13,0.0704636302598652,7.97621154787384,0.438130887632049,10.5854307184581,"GNDVI","PSF_12","1b"
13,0.470161997347138,2.5352981593004,0.425967097067304,10.4272602269525,"EVI2","PSF_12","1b"
13,16.5310049970676,0.0906558702730433,0.32371681708086,12.6899887428466,"SR","PSF_12","1b"
13,139.098396456525,-0.0281558045127064,0.385588106644785,13.4908969861088,"EXG","PSF_12","1b"
13,135.254072677304,-0.0477281101382389,0.382957266698048,13.2301776104499,"TGI","PSF_12","1b"
14,0.0460370857553403,8.37753709925288,0.440716275370753,10.9788676065853,"NDVI","PSF_12","1b"
14,0.208934527543924,6.98365888680169,0.411216186757192,10.6830135013194,"GNDVI","PSF_12","1b"
14,0.753334895548465,2.40142516301323,0.430756053003653,10.5241451423505,"EVI2","PSF_12","1b"
14,14.1861689052949,0.10874045131917,0.418366666953333,12.8146012394541,"SR","PSF_12","1b"
14,255.732621662378,-0.0439017185270674,0.38522013101527,16.2239492710195,"EXG","PSF_12","1b"
14,254.799548436293,-0.0757251140760827,0.395470044576603,15.9887271736146,"TGI","PSF_12","1b"
1,10.3115343552857,0.379653767605247,0.00229636589947667,1.3756082922363,"NDVI","SLS_ABH","1b"
1,5.86466655211982,2.02643327993845,0.0771228806986543,1.38469136294166,"GNDVI","SLS_ABH","1b"
1,9.10682833959437,0.477354511792218,0.013822924419824,1.37913667065317,"EVI2","SLS_ABH","1b"
1,9.64126786530523,0.0973986682475099,0.00217934631420336,1.37539176449851,"SR","SLS_ABH","1b"
1,11.7061150278967,-0.0256632131853206,0.413327590126548,1.47819628379863,"EXG","SLS_ABH","1b"
1,16.0956566778126,-0.0471633372003422,0.360920287588943,1.49683908089944,"TGI","SLS_ABH","1b"
2,10.9809561300422,0.138600178819641,0.000289239534326016,1.37553276778333,"NDVI","SLS_ABH","1b"
2,6.59486398806412,1.60397518657736,0.0447688219165779,1.40962719050547,"GNDVI","SLS_ABH","1b"
2,9.71261997425814,0.32452454088949,0.00616204615873161,1.38587567702978,"EVI2","SLS_ABH","1b"
2,10.7482302697729,0.03383315462232,0.000259508217974426,1.37536495903895,"SR","SLS_ABH","1b"
2,11.467080374993,-0.0215187903371099,0.333118797046227,1.44884747642587,"EXG","SLS_ABH","1b"
2,15.6188415622964,-0.04517508123569,0.339191200596538,1.51869475111235,"TGI","SLS_ABH","1b"
3,20.2739202067417,-1.5084256074744,0.175614261235089,1.29533310092361,"NDVI","SLS_ABH","1b"
3,21.2000778617053,-1.41944057833092,0.0995050299044433,1.32383063160657,"GNDVI","SLS_ABH","1b"
3,18.4277714292204,-0.685214117956682,0.144744163389157,1.29952425808678,"EVI2","SLS_ABH","1b"
3,18.5811443826773,-0.216291326523175,0.141520082198712,1.28221167086766,"SR","SLS_ABH","1b"
3,11.1755217041357,-0.0403207290386288,0.468862849588871,1.5694073219486,"EXG","SLS_ABH","1b"
3,15.8758925132039,-0.0727343007949807,0.330904460008059,1.88308740009207,"TGI","SLS_ABH","1b"
4,9.70002036485627,0.448342662872561,0.00664756319617663,1.37205727820579,"NDVI","SLS_ABH","1b"
4,7.16320060462597,1.10183423016314,0.0309307486324532,1.37795941497181,"GNDVI","SLS_ABH","1b"
4,9.20717904264293,0.322438078975995,0.0136866445223731,1.37167951631895,"EVI2","SLS_ABH","1b"
4,9.54060149146835,0.083507072622377,0.00587368105096637,1.37196856306219,"SR","SLS_ABH","1b"
4,12.3745108554652,-0.0232723190014446,0.0789696931571101,1.44362653506491,"EXG","SLS_ABH","1b"
4,13.7799935500394,-0.0286745990334717,0.0335164536597522,1.43874485584386,"TGI","SLS_ABH","1b"
5,5.38507598715782,1.61429707896041,0.282948650458973,1.29667255257022,"NDVI","SLS_ABH","1b"
5,4.42175483858102,1.87633089958967,0.309540067368848,1.3027733170293,"GNDVI","SLS_ABH","1b"
5,5.94599052578782,0.740294764106088,0.29105034600123,1.30839028544881,"EVI2","SLS_ABH","1b"
5,6.43737772957791,0.205702303189533,0.249091093790211,1.34071840245053,"SR","SLS_ABH","1b"
5,9.29073269049243,0.016118757359197,0.0430810084484747,1.22934100811076,"EXG","SLS_ABH","1b"
5,10.3178239225905,0.00889636718610004,0.00302560889629614,1.32820143651191,"TGI","SLS_ABH","1b"
6,5.50572637134893,1.20765110209672,0.436049055652237,1.24572070827569,"NDVI","SLS_ABH","1b"
6,4.91919527583583,1.36683173466662,0.438526026027834,1.25409006749625,"GNDVI","SLS_ABH","1b"
6,6.2882751559841,0.499017340073221,0.433918967202553,1.26663928307203,"EVI2","SLS_ABH","1b"
6,8.0070906214671,0.0816962934312131,0.37333297328896,1.34932978026876,"SR","SLS_ABH","1b"
6,7.50920713006553,0.016637904793134,0.138603975817403,1.25721133323372,"EXG","SLS_ABH","1b"
6,9.16756850499559,0.0130914825463729,0.0168507144028758,1.32285920824723,"TGI","SLS_ABH","1b"
